,fzv,Cg,eta_cos,eta_blk,eta_att,eta_hbi,eta_tdi,eta_tdr,eta_TOD,eta_BDR,eta_SF,Pel_real,N_hel,S_hel,S_HB,S_TOD,H_TOD,rO,Q_max,status
16,0.8600000000000001,1.5,0.797071196889487,0.9853011493692125,0.9744079621103848,0.9497145341495209,0.9642548897476442,0.9777322069482944,0.9427421855296994,0.8531504165418698,0.6218539164419868,10.004086237367611,5575.0,47534.67999999999,613.9449523522292,148.32949038718226,2.701053890945616,2.3242434859306877,3178.7053390662218,OK
17,0.8600000000000001,2.0,0.7975250017761358,0.9857898930262575,0.97444010618227,0.9498395756518996,0.9824947554666191,0.9649053990095129,0.9480054495070125,0.8569298131087693,0.6247140628541222,10.003228478634929,5549.0,47312.993599999994,613.1916717423275,323.0691998618054,5.402107781891237,2.3242434859306877,1712.2058024990506,OK
18,0.8600000000000001,3.0,0.7958459321563918,0.9862071797888986,0.9741726313120955,0.9498535468117403,0.9943442427983378,0.9452984318477372,0.9399824578602158,0.8490549865643567,0.6175070653434157,10.003650736485913,5614.0,47867.209599999995,609.1192595411368,738.8230010473135,10.80421556378247,2.3242434859306877,1062.4796428430172,OK
19,0.8600000000000001,4.0,0.7948087699812542,0.986348046167486,0.9739711333498033,0.9498778796355296,0.9978015837869311,0.92282113940856,0.9208193889790149,0.8317634368901721,0.6042361739660776,10.003126312839955,5737.0,48915.95679999999,616.3497976769469,1229.857403592764,16.206323345673706,2.3242434859306877,907.8289135009942,OK
20,0.8800000000000001,1.5,0.7973403801445257,0.9856275157602614,0.9739957678025057,0.9496556307050241,0.9247825705736943,0.979998111874702,0.9062348355300867,0.8220294718280915,0.6003471501032596,10.002842118253204,5774.0,49231.4336,454.9715344519631,148.32949038718226,2.701053890945616,2.3242434859306877,2973.490604520139,OK
21,0.8800000000000001,2.0,0.799077907042875,0.9859810988456816,0.9741971171661894,0.9498404847986723,0.9592262532724944,0.9680489915101497,0.9285522118873435,0.8407144415578413,0.6145926561046294,10.00432167472634,5641.0,48097.422399999996,450.290109400949,323.0691998618054,5.402107781891237,2.3242434859306877,1970.285585983006,OK
22,0.8800000000000001,3.0,0.7997076797558843,0.9869270638983908,0.9742586787246096,0.9499380853347964,0.9849470071162407,0.9516926778779141,0.9374039260932294,0.8474222279709422,0.6199689698530865,10.004175390366552,5592.0,47679.62879999999,449.111991089122,738.8230010473135,10.80421556378247,2.3242434859306877,955.0828055247348,OK
23,0.8800000000000001,4.0,0.7995717330423118,0.9871973368448563,0.9741499682750654,0.9500217980993974,0.9931530677972848,0.9345192454316744,0.9281749977976248,0.8387982777715419,0.6135529021011795,10.003331098516355,5650.0,48174.159999999996,452.1217466488723,1229.857403592764,16.206323345673706,2.3242434859306877,787.0216951708126,OK
24,0.9000000000000001,1.5,0.7919223090399006,0.9849621607332243,0.9728110677609083,0.9493232580877631,0.8349046447399772,0.9813432323921992,0.8193144112074432,0.7461275813311786,0.5425582005862997,10.002841826368336,6389.0,54475.169599999994,329.32771233538205,148.32949038718226,2.701053890945616,2.3242434859306877,2385.738604487747,OK
25,0.9000000000000001,2.0,0.7964589321934743,0.9857798635124773,0.9734451918973576,0.9496264015526523,0.9020525899304338,0.9704417331221404,0.8753677904292659,0.7949123585586707,0.5800920141978435,10.00349263732613,5976.0,50953.76639999999,319.19290930191113,323.0691998618054,5.402107781891237,2.3242434859306877,1954.42440497253,OK
26,0.9000000000000001,3.0,0.7997561156624229,0.9869395179166564,0.9738316085649454,0.9499305740718811,0.9571861337710166,0.9560408525704621,0.9151637042474612,0.8288614885272141,0.6067248534571009,10.004058040174995,5714.0,48719.849599999994,313.0869139074106,738.8230010473135,10.80421556378247,2.3242434859306877,1179.2887453892206,OK
27,0.9000000000000001,4.0,0.800675127855897,0.9874316415254117,0.9738820988907458,0.9500022778428153,0.9778758994163238,0.9430163383390687,0.922255816476948,0.834342545278902,0.6112816730291023,10.003343999916412,5671.0,48353.2144,312.4698599064661,1229.857403592764,16.206323345673706,2.3242434859306877,844.9850588860872,OK
28,0.9200000000000002,1.5,0.7789993798608182,0.9858810573132266,0.9693739683596645,0.9493007240941307,0.6352839377881848,0.981253307556707,0.6234927654346436,0.5723304466538959,0.41238176966121204,10.001873488940985,8405.0,71664.39199999999,247.38345502437457,148.32949038718226,2.701053890945616,2.3242434859306877,1838.8626841701976,OK
29,0.9200000000000002,2.0,0.7877766511023783,0.9849869059956737,0.9714786468832305,0.9493662092533814,0.7617231285148363,0.9711778275082015,0.7398684405422102,0.6757984934212379,0.48967436185497026,10.002843165385045,7079.0,60358.385599999994,225.91741882519338,323.0691998618054,5.402107781891237,2.3242434859306877,1674.0644200664315,OK
30,0.9200000000000002,3.0,0.7952719057880369,0.9858137372366886,0.9728414268153436,0.9494665231568533,0.8796453836804163,0.9583883952986109,0.8431716996940226,0.7662885973806054,0.5585770409404578,10.003201876658002,6206.0,52914.83839999999,211.3175261150519,738.8230010473135,10.80421556378247,2.3242434859306877,1258.8215367184469,OK
31,0.9200000000000002,4.0,0.7984839050977871,0.9869440632818722,0.9732480048345595,0.9497873921442384,0.9294579891787574,0.9475164146571529,0.8808847569071185,0.7989705848224578,0.584298976522747,10.003538665990192,5933.0,50587.131199999996,207.08345787359573,1229.857403592764,16.206323345673706,2.3242434859306877,996.6069173838989,OK
32,0.9400000000000002,1.5,0.7440374759235601,0.981777757045584,0.9576587253844308,0.9462611961337251,0.3049908267187497,0.9800648965290436,0.29907736738656426,0.27797510314493645,0.19601645402984358,8.979464620232314,15875.0,135356.59999999998,215.9206514196468,148.32949038718226,2.701053890945616,2.3242434859306877,1392.543661564047,OK
33,0.9400000000000002,2.0,0.7595134861356483,0.9857821403172347,0.9621469109912758,0.9484146695562987,0.4252829014986834,0.9698716303801858,0.41273349437465573,0.38206596352082517,0.27102843370398566,10.000637874534899,12787.0,109027.07679999998,190.46093934984344,323.0691998618054,5.402107781891237,2.3242434859306877,1184.967390921182,OK
34,0.9400000000000002,3.0,0.7801333987382492,0.9858501025690696,0.969243675177343,0.9492164431395893,0.6579088537192769,0.9578048912716828,0.6305223227439232,0.5780447257623392,0.4164337274316437,10.001611296764565,8323.0,70965.2272,147.19016396836264,738.8230010473135,10.80421556378247,2.3242434859306877,1016.6143641056078,OK
35,0.9400000000000002,4.0,0.7882796146452975,0.9851895599545544,0.9711413570565794,0.9492892772550516,0.7752566047313487,0.9476037256842682,0.7351440019021211,0.6708706706420138,0.4859971875413125,10.002055768580083,7132.0,60810.284799999994,134.95711861186362,1229.857403592764,16.206323345673706,2.3242434859306877,933.6021477955447,OK
