n_heliostats,receiver_area,max_heat_flux,avg_heat_flux,heat_stored,residence_time,particle_velocity,heliostat_efficiency,bdr_efficiency,solar_field_efficiency,receiver_efficiency,thermal_efficiency,mass_flow_rate,temp_parts_avg,temp_parts_max,temp_parts_min,temp_parts_std,iterations,solve_time_res,simulation_status,case_name,focal_height,receiver_power,thickness,simulation_time,success
4757,18.25682071006684,3.7340004526845267,1.0,20.000123718836196,26.55843325509125,0.08644001078682532,0.7386001821570011,0.8478016889993635,0.6260770756110893,0.8290532394116318,0.5190512276567347,62.41856061714008,1199.9999999981117,1350.2482176776957,950.0,98.14636755451593,8,True,converged,zf50_Q1.00_P20.0_tz0.050,50,20,0.05,48.32892894744873,True
