n_heliostats,receiver_area,max_heat_flux,avg_heat_flux,heat_stored,residence_time,particle_velocity,heliostat_efficiency,bdr_efficiency,solar_field_efficiency,receiver_efficiency,thermal_efficiency,mass_flow_rate,temp_parts_avg,temp_parts_max,temp_parts_min,temp_parts_std,iterations,solve_time_res,simulation_status,case_name,focal_height,receiver_power,thickness,simulation_time,success
2400,18.25682071006684,2.4026367830376776,1.5,10.001535891358511,74.16233239033001,0.030955219220567622,0.7550911607084417,0.8868149001558805,0.6694385559446198,0.7685204461457475,0.5144772176817242,31.29170881213681,1199.4223466249043,1366.6660673811464,950.0,116.73068845104494,5,False,standard,zf40_Q1.50_P10.0_tz0.070,40,10,0.07,37.26390767097473,True
3633,18.25682071006684,2.832079779366364,1.5,15.000624894587842,21.25780269514591,0.10799381713969337,0.7287032885549036,0.8649632976654045,0.6299287299088756,0.8092137041405684,0.5097469608741249,46.81623965600787,1199.9999999999998,1346.0394469258513,950.0,101.08149740532535,7,True,converged,zf40_Q1.50_P15.0_tz0.030,40,15,0.03,42.63492465019226,True
3651,18.25682071006684,2.8179622769424455,1.5,15.005144921132985,35.45072536632393,0.06475780772689228,0.7286933144873117,0.8641239590328033,0.6292880963307916,0.8062867750457642,0.5073866697652422,46.830422892333374,1200.0,1348.9729184667076,950.0,101.43276427149797,10,True,converged,zf40_Q1.50_P15.0_tz0.050,40,15,0.05,53.28031849861145,True
3655,18.25682071006684,2.8171929481069773,1.5,15.00112581859822,49.43109305545551,0.04644265613296811,0.7285625488158683,0.864194460615617,0.6292243787246886,0.8052701920697888,0.5066956363106235,46.97332816334749,1199.2001922889751,1343.2039550886593,950.0,100.40244880808515,6,False,standard,zf40_Q1.50_P15.0_tz0.070,40,15,0.07,47.41275763511658,True
5079,18.25682071006684,3.129534410865244,1.5,20.034196039396473,15.83299726814734,0.14499536747029929,0.7048843289131311,0.8343956368495713,0.5879594207449296,0.8282416091164378,0.4869724567329492,62.95914214198424,1198.32907504492,1336.693057993228,950.0,92.26295064757612,14,True,converged,zf40_Q1.50_P20.0_tz0.030,40,20,0.03,61.11771631240845,True
5076,18.25682071006684,3.4438011839383686,1.5,20.002470026228785,26.477204081629026,0.08670519930932312,0.7049092296206075,0.8346160935655667,0.5881313626452837,0.8271768425444342,0.48648864355428134,62.681063622368285,1199.011585502073,1333.506551654243,950.0,92.5499268062529,5,False,standard,zf40_Q1.50_P20.0_tz0.050,40,20,0.05,42.271082639694214,True
5084,18.25682071006684,3.173862990880444,1.5,20.00460194618439,37.232893006000616,0.061658148795509425,0.7047849995547303,0.8344459442318155,0.5879216618467635,0.8262578567015472,0.48577489222591863,62.43099958603696,1200.000000000001,1330.3832501087384,950.0,92.5096453050957,9,True,converged,zf40_Q1.50_P20.0_tz0.070,40,20,0.07,57.07402968406677,True
6761,18.25682071006684,3.608844087113919,1.5,25.019839311523228,12.68770864250039,0.18093978367072971,0.6863472369821835,0.7906595137343465,0.5430253390578449,0.8413257407803048,0.4568611956453175,78.52127189772511,1198.6469326973738,1327.1192032029676,950.0,87.46039932033992,12,True,converged,zf40_Q1.50_P25.0_tz0.030,40,25,0.03,56.90816879272461,True
6796,18.25682071006684,3.5573519677417504,1.5,24.926900029453535,21.33676776506275,0.10759414370204243,0.6861080954574059,0.789658558568828,0.5421690984369038,0.8377226711844146,0.4541873453762088,77.79089341157112,1200.0002410115128,1320.62678352239,950.0,87.24784566127963,11,True,converged,zf40_Q1.50_P25.0_tz0.050,40,25,0.05,55.977322578430176,True
6775,18.25682071006684,3.6668357937488514,1.5,25.002416026430744,29.792824078974416,0.07705584576224891,0.6862128556642648,0.790444323718299,0.5427659614871447,0.8394034805897246,0.45559963721793767,78.02674842472514,1199.9999999998852,1324.3701730338644,950.0,87.60275692927293,7,True,converged,zf40_Q1.50_P25.0_tz0.070,40,25,0.07,49.202181339263916,True
