,P_el,T_htf_hot_des,T_amb_des,W_dot_net_des,eta_thermal_calc,m_dot_htf_des,cycle_cost,cycle_spec_cost,cycle_spec_cost_thermal,W_dot_net_less_cooling,eta_thermal_net_less_cooling_des,mc_W_dot,mc_cost,rc_W_dot,rc_cost,c_tot_cost,c_tot_W_dot,t_W_dot,t_cost,LTR_UA_calculated,recup_total_UA_calculated,recup_total_cost,LTR_cost,HTR_UA_calculated,HTR_cost,NTU_LTR,NTU_HTR,UA_PHX,eff_PHX,q_dot_PHX,PHX_cost,mc_cooler_P_in,mc_cooler_T_in,mc_cooler_UA,mc_cooler_cost,mc_cooler_W_dot_fan,cooler_tot_cost,cooler_tot_UA,T_turb_in,t_T_out_des,HTR_LP_T_out_des,T_co2_PHX_in,eta_pb,T_pH,C_pb,cycle_spec_cost_Sandia
10,1.0,750.0,35.0,1.02,0.4744748458030813,12.067566336815872,2.8220101464814067,2766.6766141974576,1312.71845990833,0.9996,0.4649853488870196,0.2084950995736701,0.459930359175086,0.1960744922757442,0.438419888378385,0.898350247553471,0.4045695918494144,1.4245695918494146,1.120180026337821,0.0867349187860169,0.191418359206475,0.2392729490080937,0.1084186484825212,0.104683440420458,0.1308543005255725,7.08029270744532,10.79089467426786,0.10913379517467,0.8982936992441195,2.149745153030357,0.3819682831113452,9.347059007757396,96.52233485741289,0.0792341915089892,0.1822386404706753,0.0204,0.1822386404706753,0.0792341915089892,730.0,606.4664864460196,225.6584992607773,553.4191385049395,0.4649853488870196,750.0,2.8220101464814067,2599.6950454087755
11,1.0,725.0,35.0,1.02,0.4669740605807487,12.52923718440293,2.8579706879671414,2801.932047026609,1308.4295854713448,0.9996,0.4576345793691337,0.2108659415867841,0.4640387568952807,0.1981143449084199,0.442001027146864,0.9060397840421448,0.408980286495204,1.428980286495204,1.1225518485591424,0.0935359355491567,0.2002918889326009,0.2503648611657511,0.1169199194364459,0.1067559533834441,0.1334449417293051,7.02999612524904,10.56969006347222,0.1107666288089778,0.8963211732814562,2.184275500723712,0.3876832008314226,9.44121671375414,93.84883189953403,0.0831873884211654,0.1913309933686804,0.0204,0.1913309933686804,0.0831873884211654,705.0,584.8027763261737,220.0,532.18555121293,0.4576345793691337,725.0,2.8579706879671414,2400.9179724572646
12,1.0,700.0,35.0,1.02,0.458583566547119,12.982160304516205,2.940880907745608,2883.2165762211844,1322.1957406512845,0.9996,0.4494118952161766,0.2242468695511844,0.4870454550888491,0.2140836767717389,0.4697915355091179,0.956836990597967,0.4383305463229233,1.4583305463229232,1.1382763541200978,0.0949343791627894,0.204335555321777,0.2554194441522213,0.1186679739534868,0.1094011761589875,0.1367514701987344,7.084978624732775,10.404610244385566,0.1126572069078037,0.8947128566546726,2.224240191771451,0.394300224177313,9.348073930121986,96.035512193425,0.0852382150860908,0.1960478946980088,0.0204,0.1960478946980088,0.0852382150860908,680.0,560.6180813667278,220.0,510.1498563102176,0.4494118952161766,700.0,2.940880907745608,2269.4304647542854
13,2.0,1000.0,35.0,2.04,0.5393206674673222,17.929484634042634,4.288971656511788,2102.4370865253863,1133.8877728129237,1.9992,0.5285342541179757,0.3462187470897595,0.6853657878981266,0.2854912199494551,0.588911787307273,1.2742775752053996,0.6317099670392147,2.671709967039215,1.7224503177917874,0.110356343694351,0.2906490711433674,0.3633113389292093,0.1379454296179388,0.1802927274490163,0.2253659093112704,7.215690052401728,12.634832452601309,0.1923980489055467,0.91270709271524,3.782536296226039,0.6733931711694137,9.081445489421624,108.76918695960283,0.1111040232243383,0.2555392534159781,0.0408,0.2555392534159781,0.1111040232243383,980.0,830.6850062543348,275.65865987053417,770.8863111322765,0.5285342541179757,1000.0,4.288971656511788,4408.855943928843
14,2.0,975.0,35.0,2.04,0.5339846234141611,18.389949021684377,4.343549439481343,2129.190901706541,1136.9552018246252,1.9992,0.5233049309458779,0.3528270318938924,0.6956336564336068,0.2948530756962351,0.6040479166060956,1.2996815730397024,0.6476801075901275,2.687680107590128,1.7294881704835938,0.1142450759311211,0.2968931302635927,0.3711164128294909,0.1428063449139013,0.1826480543324716,0.2283100679155895,7.206094552547435,12.47780453532188,0.1943570693900404,0.911471141919416,3.820334726039041,0.6802497428651414,9.093704664530764,107.93687252497944,0.1143537131580061,0.2630135402634143,0.0408,0.2630135402634143,0.1143537131580061,955.0,808.1440233790378,271.0438826032887,749.0849658108684,0.5233049309458779,975.0,4.343549439481343,4062.628537675867
15,2.0,950.0,35.0,2.04,0.5284104037398256,18.892334217943983,4.386867619836025,2150.425303841189,1136.3071030150595,1.9992,0.5178421956650291,0.3536800421367332,0.6969560469273182,0.3014910083884046,0.6147177246722918,1.31167377159961,0.6551710505251378,2.695171050525138,1.7327847885947172,0.119579040707213,0.3043281528861005,0.3804101911076256,0.1494738008840163,0.1847491121788874,0.2309363902236092,7.17193832173462,12.294715825774505,0.1964261936114849,0.9101340810398088,3.8606355695533177,0.6874916776401971,9.146117565341797,105.32642333026256,0.1193509525625543,0.2745071908938751,0.0408,0.2745071908938751,0.1193509525625543,930.0,786.2267292203711,264.3516971444616,727.4462195298613,0.5178421956650291,950.0,4.386867619836025,3727.103751557426
16,2.0,925.0,35.0,2.04,0.5227352385310542,19.42225322840981,4.443189537997559,2178.0340872537054,1138.5351681293323,1.9992,0.512280533760433,0.3585394292385172,0.7044764502952233,0.3107709458961172,0.6295508685048393,1.3340273188000626,0.6693103751346344,2.709310375134635,1.73899935665827,0.124728649720392,0.3121438067740228,0.3901797584675285,0.15591081215049,0.1874151570536307,0.2342689463170384,7.152473267756759,12.126461680662572,0.1985632006501649,0.908745111237529,3.902549224981721,0.6949712022755771,9.17824833977032,104.29944021752571,0.1239182181722261,0.28501190179612,0.0408,0.28501190179612,0.1239182181722261,905.0,763.9527098339046,259.38173344048334,705.8336597584043,0.512280533760433,925.0,4.443189537997559,3418.793266839819
17,2.0,900.0,35.0,2.04,0.516728768342937,19.93268702899485,4.534881357847807,2222.981057768533,1148.6782640304134,1.9992,0.5063941929760784,0.378910882924517,0.735770892199539,0.3285123664230289,0.6576494054854211,1.39342029768496,0.707423249347546,2.7474232493475457,1.755700092444732,0.1265665594565751,0.3173695250596016,0.3967119063245019,0.1582081993207189,0.1908029656030264,0.238503707003783,7.205286424639663,11.997104010165405,0.2008823704616965,0.9075452092327772,3.9479125703450566,0.703088296615938,9.109359131073456,106.54913835849624,0.1243307672946415,0.2859607647776755,0.0408,0.2859607647776755,0.1243307672946415,880.0000000000001,740.0964630132249,259.061333060371,683.6780568043498,0.5063941929760784,900.0,4.534881357847807,3151.648949284719
18,2.0,875.0,35.0,2.04,0.5102256542535595,20.55032379476179,4.570284110015932,2240.335348047025,1143.0765687046694,1.9992,0.5000211411684884,0.3729799571579985,0.7266977769445285,0.3317752351874334,0.6630495278077966,1.389747304752325,0.7047551923454319,2.744755192345432,1.7545333646230876,0.1355415333276919,0.3282329770072548,0.4102912212590685,0.1694269166596148,0.1926914436795629,0.2408643045994536,7.131908459501164,11.768302012994017,0.2034128482623146,0.9060364742243096,3.9982309454518536,0.7119449689181011,9.215977869053138,102.1243580362272,0.1320727175927606,0.3037672504633493,0.0408,0.3037672504633493,0.1320727175927606,855.0000000000001,718.9211502504218,249.45253657615456,662.1514523076005,0.5000211411684884,875.0,4.570284110015932,2868.415804069246
19,2.0,850.0,35.0,2.04,0.5037897052049244,21.16794512457712,4.640409677311308,2274.7106261329945,1145.9757957660502,1.9992,0.4937139111008259,0.3815349399992941,0.7397754747967983,0.3432607898085147,0.6810371511751557,1.420812625971954,0.7247957298078088,2.764795729807809,1.7632882621320047,0.1414239680168729,0.3371400085770131,0.4214250107212663,0.1767799600210912,0.1957160405601401,0.2446450507001751,7.124195051294625,11.588685991274913,0.2059735025027176,0.9045863157284684,4.049308628032004,0.7209072587595118,9.23279684888874,101.2595868942517,0.1365115303159005,0.3139765197265713,0.0408,0.3139765197265713,0.1365115303159005,830.0000000000001,696.3436491285822,245.1457660953841,640.3864613057028,0.4937139111008259,850.0,4.640409677311308,2624.9465782308507
20,2.0,825.0,35.0,2.04,0.497052846368842,21.82388410078461,4.717756792249672,2312.6258785537607,1149.497275521391,1.9992,0.4871117894414653,0.3917975192299243,0.7553812538160426,0.3562503973120298,0.7012262764465925,1.4566075302626351,0.748047916541954,2.788047916541954,1.7734211246926588,0.1474583820257837,0.34643308354889,0.4330413544361126,0.1843229775322296,0.1989747015231062,0.2487183769038828,7.121403688525966,11.40734609158358,0.208707256800926,0.9031041630050688,4.104191364968467,0.730475398803241,9.242186768305547,100.6511055359784,0.1409614713282714,0.3242113840550243,0.0408,0.3242113840550243,0.1409614713282714,805.0000000000001,673.6377024814593,241.1745745122973,618.5927835955118,0.4871117894414653,825.0,4.717756792249672,2403.7940848875623
21,2.0,800.0,35.0,2.04,0.4902719387948717,22.50198592249001,4.817216332419946,2361.3805551078167,1157.7186229852196,1.9992,0.4804665000189743,0.4109830355901123,0.7843243241080651,0.3744696401891724,0.7292826845037963,1.5136070086118614,0.7854526757792848,2.825452675779285,1.7896656106797624,0.1510947533320615,0.3540768039517148,0.4425960049396436,0.1888684416650769,0.2029820506196533,0.2537275632745666,7.12673648830819,11.250065509277526,0.2115145363439205,0.901618709467856,4.160956070654351,0.7403008772037218,9.200322087642924,101.79920741773412,0.1439334047760683,0.3310468309849573,0.0408,0.3310468309849573,0.1439334047760683,780.0000000000001,650.1810473747795,240.0,596.7097145283549,0.4804665000189743,800.0,4.817216332419946,2211.8196069317537
22,2.0,775.0,35.0,2.04,0.4823970709046737,23.269206394203017,4.943707390096202,2423.385975537354,1169.034296270685,1.9992,0.4727491294865802,0.4365096913485788,0.8223910679324236,0.4016754566129092,0.7703257517983654,1.5927168197307888,0.8381851479614881,2.8781851479614886,1.812451905940764,0.1535336177193663,0.3616159936644108,0.4520199920805136,0.1919170221492079,0.2080823759450444,0.2601029699313056,7.224462315355622,11.105321145123485,0.214857030042508,0.9000846134907857,4.228881398832382,0.7519996051487783,9.13079613564912,104.21029468987592,0.1454430726936336,0.3345190671953573,0.0408,0.3345190671953573,0.1454430726936336,755.0000000000001,626.3371972301572,240.0,574.8594893527867,0.4727491294865802,775.0,4.943707390096202,2047.9491343582179
23,2.0,750.0,35.0,2.04,0.4744748458030813,24.135132673631745,4.95642770476932,2429.6214239065293,1152.7942504679136,1.9992,0.4649853488870196,0.4169901991473403,0.7933268791465887,0.3921489845514885,0.756223795330318,1.5495506744769068,0.8091391836988289,2.849139183698829,1.7999172851121843,0.1734698375720339,0.38283671841295,0.4785458980161875,0.2168372969650424,0.209366880840916,0.2617086010511451,7.08029270744532,10.79089467426786,0.2182675903493401,0.8982936992441195,4.299490306060714,0.7639365662226903,9.347059007757396,96.52233485741289,0.1584683830179785,0.3644772809413506,0.0408,0.3644772809413506,0.1584683830179785,730.0,606.4664864460196,225.6584992607773,553.4191385049395,0.4649853488870196,750.0,4.95642770476932,1856.809363979352
24,2.0,725.0,35.0,2.04,0.4669740605807487,25.05847436880586,5.025300704214576,2463.3826981444,1150.335821316851,1.9992,0.4576345793691337,0.4217318831735682,0.8004133918688641,0.3962286898168398,0.7624008471085129,1.562814238977377,0.817960572990408,2.8579605729904083,1.803728354505491,0.1870718710983135,0.4005837778652018,0.5007297223315023,0.2338398388728919,0.2135119067668882,0.2668898834586102,7.02999612524904,10.56969006347222,0.2215332576179557,0.8963211732814562,4.3685510014474245,0.7753664016628452,9.44121671375414,93.84883189953403,0.1663747768423308,0.3826619867373608,0.0408,0.3826619867373608,0.1663747768423308,705.0,584.8027763261737,220.0,532.18555121293,0.4576345793691337,725.0,5.025300704214576,1710.2649246709664
