,lat,alt,azi,rO,eta_cos,eta_blk,eta_att,eta_hbi,eta_tdi,eta_tdr,eta_BDR,eta_SF,Qmax_BDR,Qmax,eta_rcv,Prcv_abs
27,-25,30,5,1.318094758,0.778407712,0.992725178,0.973845866,0.980797979,0.918159096,0.96766046,0.83039691,0.578601289,3388.73663,2.435822915,0.832267709,18.98959589
28,-25,30,10,1.318094758,0.777625009,0.992813397,0.973846018,0.980454847,0.917533178,0.967685661,0.829599929,0.57695042,3296.139655,2.67283252,0.838595158,19.13396733
29,-25,30,15,1.318094758,0.776266107,0.992832931,0.973846013,0.98047477,0.91797102,0.967766365,0.830107929,0.575887716,3248.871674,2.595538237,0.83892974,19.14160138
30,-25,30,20,1.318094758,0.774577435,0.992895556,0.973846013,0.980681151,0.917462647,0.967730629,0.829690628,0.574917005,3312.414018,2.37582213,0.830128754,18.94079202
31,-25,30,25,1.318094758,0.772321258,0.992764256,0.973845888,0.980602762,0.91708492,0.967611462,0.829209959,0.57347341,3094.566183,2.450057896,0.838118288,19.12308675
32,-25,30,30,1.318094758,0.769295921,0.992766845,0.973845838,0.980475604,0.916736877,0.96771115,0.828908342,0.572207436,3337.295121,2.388420267,0.834183164,19.03330024
33,-25,30,45,1.318094758,0.758734936,0.992843562,0.973845696,0.98028336,0.913796089,0.967619863,0.826026666,0.565641697,3123.450309,2.524277048,0.834257648,19.03499972
34,-25,30,60,1.318094758,0.745110771,0.992952386,0.973845862,0.979969449,0.911232206,0.967438598,0.82327948,0.558964016,3251.035579,2.456534318,0.835778825,19.06970794
35,-25,30,75,1.318094758,0.729100368,0.993016875,0.973845593,0.979537717,0.908427134,0.967108723,0.820231793,0.548482833,3507.353416,2.41767628,0.838584333,19.13372036
36,-25,30,90,1.318094758,0.711932964,0.993281666,0.973845729,0.979100757,0.906533331,0.967051225,0.818216739,0.533832475,3399.787068,2.623263058,0.837268814,19.10370457
37,-25,30,105,1.318094758,0.695462789,0.993178123,0.973845813,0.978219443,0.903732641,0.967075806,0.815170644,0.51548486,3495.007166,2.53819909,0.844010303,19.25752303
38,-25,30,120,1.318094758,0.680149913,0.993330351,0.973845886,0.977636455,0.903211631,0.9671006,0.81436399,0.501434092,3403.663763,2.498345233,0.84013191,19.16903094
39,-25,40,0,1.318094758,0.794595686,0.99369788,0.97384575,0.980665205,0.922660607,0.967453804,0.834275421,0.601092344,3506.646522,2.431159866,0.827334477,18.87703585
40,-25,40,5,1.318094758,0.794456074,0.993825732,0.973845634,0.980704328,0.922399597,0.967400767,0.834059165,0.600912766,3452.480672,2.48155701,0.831123075,18.96347912
41,-25,40,10,1.318094758,0.793822799,0.993842539,0.973845622,0.980588453,0.922752697,0.967454383,0.8343181,0.600106279,3359.107995,2.424716784,0.830643084,18.95252732
42,-25,40,15,1.318094758,0.792738748,0.993827203,0.973845749,0.980513027,0.921897077,0.967534883,0.833528189,0.598733568,3473.599874,2.581815352,0.835959358,19.0738271
43,-25,40,20,1.318094758,0.791132468,0.993794648,0.973845673,0.980404169,0.922406619,0.96747628,0.833835169,0.598296615,3408.732026,2.503133869,0.830920704,18.95886168
44,-25,40,25,1.318094758,0.789181375,0.993852393,0.973845585,0.980490206,0.921287116,0.967425244,0.832925266,0.59708694,3321.421387,2.654047439,0.831266071,18.96674181
45,-25,40,30,1.318094758,0.787100578,0.993894336,0.973845578,0.980546803,0.921725208,0.967320113,0.833210044,0.596709368,3458.79271,2.602433209,0.833198938,19.01084344
46,-25,40,45,1.318094758,0.777882393,0.993536413,0.97384566,0.980286157,0.919638861,0.96734821,0.831134922,0.59048371,3514.005816,2.34259537,0.83802756,19.12101663
47,-25,40,60,1.318094758,0.76616506,0.993540178,0.973845462,0.980159228,0.917739393,0.967287256,0.829277361,0.584606339,3632.384993,2.518337099,0.842350112,19.21964297
48,-25,40,75,1.318094758,0.752558088,0.993471377,0.973845492,0.979876336,0.916650143,0.967072546,0.827850855,0.575917165,3592.081259,2.495679935,0.839573288,19.15628503
49,-25,40,90,1.318094758,0.738235092,0.993480883,0.973845469,0.979306521,0.914131213,0.96724534,0.825323488,0.562412462,3764.747036,2.546775977,0.841601897,19.20257118
50,-25,40,105,1.318094758,0.723914411,0.993454966,0.973845603,0.978894773,0.913254626,0.966960436,0.82405315,0.546036812,4013.348182,2.516186402,0.84301032,19.23470673
51,-25,40,120,1.318094758,0.710844899,0.993469667,0.973845516,0.978060873,0.911533873,0.96687788,0.821917054,0.531153221,3651.311968,2.485786916,0.843673396,19.24983594
52,-25,50,0,1.318094758,0.804090811,0.99330173,0.97384584,0.980557088,0.926877783,0.967251006,0.837874659,0.615903667,3512.456652,2.444444099,0.831567491,18.97361923
53,-25,50,5,1.318094758,0.803898155,0.993229574,0.973845804,0.98052102,0.926493927,0.967133861,0.837447114,0.615228412,3785.136054,2.425047898,0.832259538,18.98940946
54,-25,50,10,1.318094758,0.803250201,0.993321275,0.97384578,0.980412058,0.926302544,0.967257685,0.837199458,0.614327492,3689.060955,2.508166964,0.832455935,18.99389057
55,-25,50,15,1.318094758,0.802487163,0.993234672,0.973845812,0.980524872,0.9267321,0.967214819,0.837653337,0.614324258,3587.06056,2.613332944,0.837229645,19.10281085
56,-25,50,20,1.318094758,0.801290927,0.99329992,0.973845779,0.980532034,0.926016304,0.967161659,0.837019767,0.613614107,3815.812137,2.504061402,0.832103044,18.98583878
57,-25,50,25,1.318094758,0.799475431,0.992941168,0.973845697,0.980455013,0.925734247,0.967173997,0.836649543,0.611897191,3656.896544,2.434535015,0.833496326,19.01762886
58,-25,50,30,1.318094758,0.797638229,0.993077345,0.973845878,0.980448908,0.925645556,0.967213621,0.836640199,0.611015042,3614.155636,2.553334938,0.83707954,19.09938595
59,-25,50,45,1.318094758,0.79031858,0.993030324,0.973845949,0.98019542,0.924910108,0.967106966,0.835553948,0.606358917,3750.51666,2.437441884,0.838466738,19.13103722
60,-25,50,60,1.318094758,0.7806335,0.992761477,0.973845875,0.980061009,0.923310511,0.967107803,0.834096917,0.599266139,3775.68058,2.414702139,0.842626068,19.22593936
61,-25,50,75,1.318094758,0.769779347,0.992662092,0.973845704,0.979616435,0.921603289,0.967073885,0.832181008,0.591143419,3953.88758,2.477850273,0.842453731,19.2220072
62,-25,50,90,1.318094758,0.758229734,0.992676661,0.973845824,0.979376849,0.920998163,0.967039717,0.831403298,0.5831915,3883.699647,2.491615504,0.84159546,19.2024243
63,-25,50,105,1.318094758,0.746695238,0.992752833,0.973845718,0.979071781,0.918789601,0.96701532,0.829206518,0.569058652,4186.635473,2.653998578,0.83544796,19.06215869
64,-25,50,120,1.318094758,0.735947342,0.992427741,0.973845691,0.978646791,0.918591052,0.966730707,0.828547202,0.556284773,3964.878851,2.514616145,0.839975082,19.16545264
65,-25,60,0,1.318094758,0.808432905,0.991705006,0.97384576,0.980474401,0.929255755,0.967009825,0.839781447,0.621791968,3955.140662,2.507703524,0.835317726,19.05918719
